brand,model,sporty_score,luxury_score,offroad_score,economy_score,ev_score,item_id
Land Rover,Range Rover Evoque,0.98,0.23,0.86,0.57,0.14,Land Rover_RangeRoverEvoque
Land Rover,Range Rover Evoque (286 Hp),0.39,0.41,0.9,0.73,0.56,Land Rover_RangeRoverEvoque(286Hp)
Land Rover,Range Rover Evoque 237Hp,0.35,0.71,0.19,0.6,0.31,Land Rover_RangeRoverEvoque237Hp
Land Rover,Range Rover Evoque 286Hp,0.83,0.23,0.19,0.79,0.41,Land Rover_RangeRoverEvoque286Hp
Land Rover,Range Rover Evoque Cabriolet,0.68,0.63,0.15,0.77,0.62,Land Rover_RangeRoverEvoqueCabriolet
Land Rover,Range Rover Evoque Convertible,0.58,0.59,0.51,0.24,0.93,Land Rover_RangeRoverEvoqueConvertible
Land Rover,Range Rover Evoque Mhev,0.42,0.75,0.83,0.59,0.74,Land Rover_RangeRoverEvoqueMhev
Land Rover,Range Rover Ffv,0.12,0.63,0.9,0.41,0.3,Land Rover_RangeRoverFfv
Land Rover,Range Rover L Ffv,0.07,0.21,0.89,0.29,0.22,Land Rover_RangeRoverLFfv
Land Rover,Range Rover Lwb,0.59,0.25,0.27,0.21,0.16,Land Rover_RangeRoverLwb
Land Rover,Range Rover Lwb Mhev,0.68,0.03,0.34,0.46,0.61,Land Rover_RangeRoverLwbMhev
Land Rover,Range Rover Lwb Sva,0.97,1.0,0.57,0.88,0.67,Land Rover_RangeRoverLwbSva
Land Rover,Range Rover Mhev,0.62,0.6,0.3,0.6,0.48,Land Rover_RangeRoverMhev
Land Rover,Range Rover P360 Lwb Mhev,0.61,0.74,0.86,0.75,0.5,Land Rover_RangeRoverP360LwbMhev
Land Rover,Range Rover P360 Mhev,0.44,0.81,0.18,0.71,1.0,Land Rover_RangeRoverP360Mhev
Land Rover,Range Rover P400 Lwb Mhev,0.56,0.12,0.1,0.88,0.25,Land Rover_RangeRoverP400LwbMhev
Land Rover,Range Rover P400 Mhev,0.65,0.87,0.66,0.82,0.56,Land Rover_RangeRoverP400Mhev
Land Rover,Range Rover Phev,0.44,0.03,0.02,0.67,0.24,Land Rover_RangeRoverPhev
Land Rover,Range Rover Sport,0.07,0.32,0.04,0.62,0.14,Land Rover_RangeRoverSport
Land Rover,Range Rover Sport Ffv,0.03,0.46,0.87,0.33,0.75,Land Rover_RangeRoverSportFfv
Land Rover,Range Rover Sport Mhev,0.16,0.5,0.79,0.84,0.88,Land Rover_RangeRoverSportMhev
Land Rover,Range Rover Sport P360 Mhev,0.88,0.92,0.54,0.41,0.43,Land Rover_RangeRoverSportP360Mhev
Land Rover,Range Rover Sport P400 Mhev,0.42,0.19,0.85,0.91,0.84,Land Rover_RangeRoverSportP400Mhev
Land Rover,Range Rover Sport Phev,0.16,0.23,0.3,0.18,0.09,Land Rover_RangeRoverSportPhev
Land Rover,Range Rover Sport Svr,0.46,0.75,0.75,0.74,0.13,Land Rover_RangeRoverSportSvr
Land Rover,Range Rover Sport Svr Mhev,0.98,0.07,0.41,0.36,0.2,Land Rover_RangeRoverSportSvrMhev
Land Rover,Range Rover Sport Tdv6,0.67,0.31,0.5,0.48,0.93,Land Rover_RangeRoverSportTdv6
Land Rover,Range Rover Sv Coupe,0.36,0.33,0.14,0.36,0.44,Land Rover_RangeRoverSvCoupe
Land Rover,Range Rover Sv Lwb Mhev,0.05,0.22,0.17,0.2,0.2,Land Rover_RangeRoverSvLwbMhev
Land Rover,Range Rover Sv Mhev,0.31,0.43,0.24,0.43,0.68,Land Rover_RangeRoverSvMhev
Land Rover,Range Rover Sva,0.72,0.72,0.35,0.65,0.81,Land Rover_RangeRoverSva
Land Rover,Range Rover Tdv6,0.41,0.32,0.3,0.91,0.55,Land Rover_RangeRoverTdv6
Land Rover,Range Rover Velar,0.3,0.57,0.65,0.3,0.8800000000000001,Land Rover_RangeRoverVelar
Land Rover,Range Rover Velar P300,0.22,0.41,0.68,0.47,0.8,Land Rover_RangeRoverVelarP300
Land Rover,Range Rover Velar P340 Mhev,0.36,0.22,0.05,0.2,0.72,Land Rover_RangeRoverVelarP340Mhev
Land Rover,Range Rover Velar P380,0.44,0.29,0.4,0.57,0.44,Land Rover_RangeRoverVelarP380
Land Rover,Range Rover Velar P400 Mhev,0.83,0.92,0.16,0.09,0.83,Land Rover_RangeRoverVelarP400Mhev
Lexus,Ct 200H,0.88,0.94,0.15,0.78,0.11,Lexus_Ct200H
Lexus,Es 250,0.24,0.58,0.19,0.11,0.26,Lexus_Es250
Lexus,Es 250 Awd,0.56,0.82,0.23,0.52,0.01,Lexus_Es250Awd
Lexus,Es 300,0.06,0.23,0.25,0.18,0.58,Lexus_Es300
Lexus,Es 300H,0.48,0.7200000000000001,0.56,0.26,0.7600000000000001,Lexus_Es300H
Lexus,Es 350,0.52,0.06,0.79,0.8299999999999998,0.99,Lexus_Es350
Lexus,Es 350 F Sport,0.96,0.93,0.69,0.85,0.83,Lexus_Es350FSport
Lexus,Gs 200T,0.27,0.99,0.55,0.39,0.89,Lexus_Gs200T
Lexus,Gs 200T F Sport,0.33,0.37,0.74,0.04,0.13,Lexus_Gs200TFSport
Lexus,Gs 300,0.09,0.44,0.9,0.52,0.92,Lexus_Gs300
Lexus,Gs 300 4Wd,0.46,0.82,0.54,0.89,0.66,Lexus_Gs3004Wd
Lexus,Gs 300 F Sport,0.6,0.94,0.37,0.86,0.53,Lexus_Gs300FSport
Lexus,Gs 300/Gs 400,0.27,0.29,0.09,0.74,0.66,Lexus_Gs300/Gs400
Lexus,Gs 300/Gs 430,1.0,0.51,0.03,0.55,0.57,Lexus_Gs300/Gs430
Lexus,Gs 350,0.87,0.27,0.73,0.89,0.3699999999999999,Lexus_Gs350
Lexus,Gs 350 Awd,0.38,0.45,0.98,0.17,0.37,Lexus_Gs350Awd
Lexus,Gs 350 F Sport,0.69,0.08,0.77,0.84,0.75,Lexus_Gs350FSport
Lexus,Gs 430,0.27,0.35,0.88,0.63,0.16,Lexus_Gs430
Lexus,Gs 450H,0.17,0.94,0.71,0.6,0.27,Lexus_Gs450H
Lexus,Gs 460,0.64,0.43,0.29,0.23,0.42,Lexus_Gs460
Lexus,Gs F,0.44,0.32,0.45,0.12,0.25,Lexus_GsF
Lexus,Gs300,0.62,0.57,0.55,0.35,0.14,Lexus_Gs300
Lexus,Gx 460,0.86,0.01,0.7,0.79,0.35,Lexus_Gx460
Lexus,Gx 470,0.87,0.01,0.05,0.75,0.35,Lexus_Gx470
Lexus,Gx 550,0.22,0.72,0.47,0.13,0.82,Lexus_Gx550
Lexus,Hs 250H,0.57,0.23,0.22,0.09,0.51,Lexus_Hs250H
Lexus,Is 200T,0.12,0.94,0.93,0.19,0.26,Lexus_Is200T
Lexus,Is 250,0.94,0.6999999999999998,0.18,0.7799999999999999,0.02,Lexus_Is250
Lexus,Is 250 Awd,0.16,0.24,0.07,0.63,0.54,Lexus_Is250Awd
Lexus,Is 250 C,0.91,0.17,0.45,0.25,0.88,Lexus_Is250C
Lexus,Is 250/Is 250C,0.91,0.7399999999999999,0.71,0.0,0.04,Lexus_Is250/Is250C
Lexus,Is 300,0.74,0.0,0.6,0.16,0.4,Lexus_Is300
Lexus,Is 300 Awd,0.09,0.06,0.86,0.06,0.24,Lexus_Is300Awd
Lexus,Is 350,0.1,0.76,0.75,0.2,0.22,Lexus_Is350
Lexus,Is 350 Awd,0.16,0.8699999999999999,0.73,0.8100000000000002,0.49,Lexus_Is350Awd
Lexus,Is 350 C,0.43,0.03,0.0,0.24,0.62,Lexus_Is350C
Lexus,Is 350/Is 350C,0.07,0.15,0.51,0.46,0.71,Lexus_Is350/Is350C
Lexus,Is 500,0.47,0.35,0.38,0.74,0.69,Lexus_Is500
Lexus,Is F,0.12,0.74,0.04,0.62,0.66,Lexus_IsF
Lexus,Lc 500,0.83,0.93,0.73,0.88,0.97,Lexus_Lc500
Lexus,Lc 500 Convertible,0.17,0.48,0.03,0.01,0.42,Lexus_Lc500Convertible
Lexus,Lc 500H,0.08,0.17,0.36,0.97,0.94,Lexus_Lc500H
Lexus,Lfa,0.23,0.38,0.79,0.62,0.06,Lexus_Lfa
Lexus,Ls 400,0.03,0.65,0.3899999999999999,0.22,0.42,Lexus_Ls400
Lexus,Ls 430,0.61,0.79,0.8699999999999999,0.54,0.7,Lexus_Ls430
Lexus,Ls 460,0.22,0.25,0.15,0.1,0.22,Lexus_Ls460
Lexus,Ls 460 Awd,0.15,0.84,0.3,0.66,0.44,Lexus_Ls460Awd
Lexus,Ls 460 L,0.85,0.95,0.96,0.38,0.48,Lexus_Ls460L
Lexus,Ls 460 L Awd,0.3,0.63,0.62,0.2,0.38,Lexus_Ls460LAwd
Lexus,Ls 500,0.69,0.77,0.18,0.9,0.54,Lexus_Ls500
Lexus,Ls 500 Awd,0.46,0.97,0.34,0.51,0.73,Lexus_Ls500Awd
Lexus,Ls 500H,0.48,0.62,0.09,0.66,0.39,Lexus_Ls500H
Lexus,Ls 500H Awd,0.91,0.05,0.44,0.64,0.52,Lexus_Ls500HAwd
Lexus,Ls 600H L,0.01,0.92,0.7600000000000001,0.08,0.09,Lexus_Ls600HL
Lexus,Lx 450,0.27,0.7,0.53,0.67,0.61,Lexus_Lx450
Lexus,Lx 470,0.07,0.91,0.43,0.25,0.12,Lexus_Lx470
Lexus,Lx 570,0.53,0.32,0.87,0.16,1.0,Lexus_Lx570
Lexus,Lx 600,0.27,0.23,0.91,0.79,0.53,Lexus_Lx600
Lexus,Nx 200T,0.84,0.66,0.08,0.57,0.93,Lexus_Nx200T
Lexus,Nx 200T Awd,0.13,0.93,0.3,0.7,0.19,Lexus_Nx200TAwd
Lexus,Nx 200T Awd F Sport,0.2,0.93,1.0,0.05,0.95,Lexus_Nx200TAwdFSport
Lexus,Nx 250,0.04,0.85,0.68,0.82,0.97,Lexus_Nx250
Lexus,Nx 250 Awd,0.16,0.92,0.86,0.82,0.87,Lexus_Nx250Awd
Lexus,Nx 300,0.29,0.54,0.84,0.82,0.34,Lexus_Nx300
Lexus,Nx 300 Awd,0.83,0.46,0.68,0.73,0.31,Lexus_Nx300Awd
Lexus,Nx 300 Awd F Sport,0.74,0.45,0.48,0.72,0.73,Lexus_Nx300AwdFSport
Lexus,Nx 300H,0.69,0.63,0.62,0.98,0.55,Lexus_Nx300H
Lexus,Nx 300H Awd,0.34,0.02,0.56,0.03,0.35,Lexus_Nx300HAwd
Lexus,Nx 350 Awd,0.82,0.09,0.3499999999999999,0.56,0.51,Lexus_Nx350Awd
Lexus,Nx 350 Awd F Sport,0.86,0.56,0.1,0.82,0.56,Lexus_Nx350AwdFSport
Lexus,Nx 350H Awd,0.43,0.7,0.37,0.17,0.97,Lexus_Nx350HAwd
Lexus,Nx 450H Plus Awd,0.85,0.46,0.55,0.43,0.34,Lexus_Nx450HPlusAwd
Lexus,Rc 200T,0.47,0.21,0.57,0.0,0.57,Lexus_Rc200T
Lexus,Rc 300,0.99,0.97,0.87,0.23,0.18,Lexus_Rc300
Lexus,Rc 300 Awd,0.27,0.03,0.23,0.48,0.42,Lexus_Rc300Awd
Lexus,Rc 350,0.74,0.64,0.68,0.5,0.57,Lexus_Rc350
Lexus,Rc 350 Awd,0.29,0.7600000000000001,0.17,0.91,0.17,Lexus_Rc350Awd
Lexus,Rc F,0.94,0.67,0.62,0.63,0.76,Lexus_RcF
Lexus,Rx 300,0.05,0.41,0.64,0.16,0.23,Lexus_Rx300
Lexus,Rx 300 4Wd,0.54,0.18,0.4,0.02,0.67,Lexus_Rx3004Wd
Lexus,Rx 350,0.33,0.06,0.43,0.5,0.24,Lexus_Rx350
Lexus,Rx 350 2Wd,0.77,0.67,0.8,0.96,0.36,Lexus_Rx3502Wd
Lexus,Rx 350 4Wd,0.11,0.6,0.44,0.97,0.27,Lexus_Rx3504Wd
Lexus,Rx 350 Awd,0.79,0.05,0.31,0.27,0.31,Lexus_Rx350Awd
Lexus,Rx 350 L,0.11,0.43,0.7,0.19,0.57,Lexus_Rx350L
Lexus,Rx 350 L Awd,0.19,0.47,0.34,0.13,0.77,Lexus_Rx350LAwd
Lexus,Rx 350H Awd,0.39,0.89,0.92,0.24,0.65,Lexus_Rx350HAwd
Lexus,Rx 400H 2Wd,0.25,0.13,0.82,0.07,0.31,Lexus_Rx400H2Wd
Lexus,Rx 400H 4Wd,0.63,0.63,0.43,0.99,0.12,Lexus_Rx400H4Wd
Lexus,Rx 450H,0.56,0.49,0.41,0.51,0.57,Lexus_Rx450H
Lexus,Rx 450H Awd,0.74,0.69,0.43,0.71,0.95,Lexus_Rx450HAwd
Lexus,Rx 450H L Awd,0.2,0.16,0.23,0.38,0.76,Lexus_Rx450HLAwd
Lexus,Rx 500H Awd,0.97,0.44,0.48,0.71,0.49,Lexus_Rx500HAwd
Lexus,Rz 300E (18 Inch Wheels),0.31,0.22,0.65,0.88,0.36,Lexus_Rz300E(18InchWheels)
Lexus,Rz 300E (20 Inch Wheels),0.75,0.99,0.74,0.05,0.43,Lexus_Rz300E(20InchWheels)
Lexus,Rz 450E Awd (18 Inch Wheels),0.665,0.33,0.31,0.545,0.7050000000000001,Lexus_Rz450EAwd(18InchWheels)
Lexus,Rz 450E Awd (20 Inch Wheels),0.4399999999999999,0.12,0.07,0.875,0.385,Lexus_Rz450EAwd(20InchWheels)
Lexus,Sc,0.42,0.04,0.49,0.19,0.71,Lexus_Sc
Lexus,Sc 300/Sc 400,0.26,0.87,0.02,0.6,0.34,Lexus_Sc300/Sc400
Lexus,Sc 300/Sc 430,0.04,0.42,0.72,0.43,0.85,Lexus_Sc300/Sc430
Lexus,Sc 430,0.84,0.67,0.42,0.5,0.61,Lexus_Sc430
Lexus,Tx 350,0.23,0.01,0.05,0.68,0.42,Lexus_Tx350
Lexus,Tx 350 Awd,0.96,0.27,0.79,0.63,0.06,Lexus_Tx350Awd
Lexus,Tx 500H Awd,0.67,0.36,0.93,0.86,0.81,Lexus_Tx500HAwd
Lexus,Ux 200,0.49,0.95,0.26,0.61,0.1,Lexus_Ux200
Lexus,Ux 250H,0.6,0.76,0.19,0.18,0.54,Lexus_Ux250H
Lexus,Ux 250H Awd,0.32,0.35,0.21,0.41,0.03,Lexus_Ux250HAwd
Lexus,Ux 300H,0.97,0.17,0.86,0.77,0.33,Lexus_Ux300H
Lexus,Ux 300H Awd,0.87,0.72,0.91,0.18,0.95,Lexus_Ux300HAwd
Mazda,2,0.8099999999999999,0.27,0.07,0.07,0.21,Mazda_2
Mazda,2500 2Wd,0.56,0.09,0.79,0.33,0.51,Mazda_25002Wd
Mazda,3,0.18,0.34,0.86,0.29,0.77,Mazda_3
Mazda,3 4-Door,0.3,0.75,0.4899999999999999,0.51,0.12,Mazda_34-Door
Mazda,3 4-Door 2Wd,0.08,0.73,0.97,0.74,0.8299999999999998,Mazda_34-Door2Wd
Mazda,3 4-Door 4Wd,0.11,0.03,0.42,0.26,0.61,Mazda_34-Door4Wd
Mazda,3 5-Door,0.51,0.35,0.95,0.34,0.29,Mazda_35-Door
Mazda,3 5-Door 2Wd,0.17,0.3699999999999999,0.17,0.85,0.63,Mazda_35-Door2Wd
Mazda,3 5-Door 4Wd,0.45,0.65,0.37,0.22,0.23,Mazda_35-Door4Wd
Mazda,3 Di 4-Door,0.23,0.15,0.68,0.29,0.01,Mazda_3Di4-Door
Mazda,3 Di 5-Door,0.5,0.8,0.92,0.33,0.49,Mazda_3Di5-Door
Mazda,323,0.09,0.13,0.85,0.37,0.84,Mazda_323
Mazda,323 Protege 4X4,0.8,0.89,0.61,0.47,0.05,Mazda_323Protege4X4
Mazda,323 Wagon,0.12,0.55,0.9,0.12,0.65,Mazda_323Wagon
Mazda,323/323 Protege,0.31,0.36,0.61,0.93,0.67,Mazda_323/323Protege
Mazda,5,0.52,0.16,0.59,0.89,0.29,Mazda_5
Mazda,6,0.89,0.73,0.43,0.55,0.03,Mazda_6
Mazda,6 Sport Wagon,0.33,0.24,0.49,0.44,0.13,Mazda_6SportWagon
Mazda,626,0.7600000000000001,0.08,0.6999999999999998,0.87,0.27,Mazda_626
Mazda,626/Mx-6,0.5,0.43,0.19,0.09,0.83,Mazda_626/Mx-6
Mazda,929,0.13,0.07,0.55,0.57,0.13,Mazda_929
Mazda,B2000,0.37,0.15,0.61,0.58,0.01,Mazda_B2000
Mazda,B2000/B2200 Pickup 2Wd,0.1,0.91,0.79,0.13,0.72,Mazda_B2000/B2200Pickup2Wd
Mazda,B2000/B2200/B2600,0.93,0.32,0.02,0.67,0.76,Mazda_B2000/B2200/B2600
Mazda,B2200/B2600,0.85,0.39,0.71,0.68,0.68,Mazda_B2200/B2600
Mazda,B2200/B2600I,0.97,0.16,0.55,0.46,0.54,Mazda_B2200/B2600I
Mazda,B2300 2Wd,0.26,0.87,0.42,0.69,0.12,Mazda_B23002Wd
Mazda,B2300/B3000/B4000 Pickup 2Wd,0.82,0.07,0.1199999999999999,0.82,0.0299999999999999,Mazda_B2300/B3000/B4000Pickup2Wd
Mazda,B2300/B3000/B4000 Pickup 4Wd,0.05,0.62,0.16,0.16,0.46,Mazda_B2300/B3000/B4000Pickup4Wd
Mazda,B2500,0.97,0.85,0.9,0.8,0.65,Mazda_B2500
Mazda,B2500 2Wd,0.86,0.36,0.98,0.1,0.33,Mazda_B25002Wd
Mazda,B2500/B3000/B4000 2Wd,0.16,0.09,0.16,0.21,0.73,Mazda_B2500/B3000/B40002Wd
Mazda,B2500/B3000/B4000 4Wd,0.98,0.78,0.64,0.06,0.24,Mazda_B2500/B3000/B40004Wd
Mazda,B2600 4X4,0.91,0.89,0.7,0.24,0.89,Mazda_B26004X4
Mazda,B2600I 4X4,0.46,0.98,0.45,0.71,0.62,Mazda_B2600I4X4
Mazda,B3000,0.2,0.57,0.03,0.8800000000000001,0.21,Mazda_B3000
Mazda,B3000 (Ffv) Ethanol 2Wd,0.08,0.83,0.73,0.55,0.56,Mazda_B3000(Ffv)Ethanol2Wd
Mazda,B3000 2Wd,0.8800000000000001,0.61,0.43,0.38,0.45,Mazda_B30002Wd
Mazda,B3000 2Wd Ffv,0.84,0.77,0.03,0.96,0.84,Mazda_B30002WdFfv
Mazda,B3000 4Wd,0.99,0.97,0.8000000000000002,0.38,0.6999999999999998,Mazda_B30004Wd
Mazda,B3000 Ffv 2Wd,0.96,0.08,0.03,0.83,0.2,Mazda_B3000Ffv2Wd
Mazda,B3000 Ffv 4Wd,0.92,0.43,0.24,0.02,0.39,Mazda_B3000Ffv4Wd
Mazda,B4000,0.9,0.27,0.32,0.07,0.18,Mazda_B4000
Mazda,B4000 2Wd,0.83,0.23,0.5,0.04,0.61,Mazda_B40002Wd
Mazda,B4000 4Wd,0.2399999999999999,0.64,0.72,0.68,0.1899999999999999,Mazda_B40004Wd
Mazda,Cx-3 2Wd,0.13,0.42,0.66,0.67,0.22,Mazda_Cx-32Wd
Mazda,Cx-3 4Wd,0.21,0.47,0.28,0.77,0.6,Mazda_Cx-34Wd
Mazda,Cx-30 2Wd,0.76,0.81,0.25,0.14,0.25,Mazda_Cx-302Wd
Mazda,Cx-30 4Wd,0.85,0.2,0.79,0.53,0.25,Mazda_Cx-304Wd
Mazda,Cx-5 2Wd,0.91,0.35,0.03,0.12,0.43,Mazda_Cx-52Wd
Mazda,Cx-5 4Wd,0.76,0.16,0.5,0.58,0.1,Mazda_Cx-54Wd
Mazda,Cx-50 4Wd,0.8,0.43,0.64,0.39,0.66,Mazda_Cx-504Wd
Mazda,Cx-7 2Wd,0.59,0.8,0.9200000000000002,0.07,0.33,Mazda_Cx-72Wd
Mazda,Cx-7 4Wd,0.42,0.22,0.4000000000000001,0.89,0.64,Mazda_Cx-74Wd
Mazda,Cx-9 2Wd,0.5,0.51,0.22,0.31,0.06,Mazda_Cx-92Wd
Mazda,Cx-9 4Wd,0.07,0.7200000000000001,0.43,0.86,0.71,Mazda_Cx-94Wd
Mazda,Cx-90 4Wd,0.23,0.33,0.39,0.13,0.93,Mazda_Cx-904Wd
Mazda,Glc,0.59,0.78,0.43,0.66,0.42,Mazda_Glc
Mazda,Glc Wagon,0.42,0.89,0.93,0.34,0.12,Mazda_GlcWagon
Mazda,Millenia,0.2,0.09,0.17,0.33,0.71,Mazda_Millenia
Mazda,Mpv,0.13,0.63,0.77,0.58,0.09,Mazda_Mpv
Mazda,Mpv 4Wd,0.78,0.59,0.35,0.22,0.42,Mazda_Mpv4Wd
Mazda,Mpv 4X4,0.58,0.6,0.38,0.25,0.8000000000000002,Mazda_Mpv4X4
Mazda,Mx-3,0.47,0.8999999999999999,0.37,0.4,0.74,Mazda_Mx-3
Mazda,Mx-30,0.79,0.09,0.56,0.83,0.79,Mazda_Mx-30
Mazda,Mx-5,0.85,0.17,0.79,0.93,0.07,Mazda_Mx-5
Mazda,Mx-5 Miata,0.62,0.59,0.08,0.05,0.25,Mazda_Mx-5Miata
Mazda,Mx-6,0.64,1.0,0.46,0.87,0.28,Mazda_Mx-6
Mazda,Navajo,0.83,0.31,0.74,0.88,0.13,Mazda_Navajo
Mazda,Navajo 4X4,0.65,0.2,0.92,0.81,0.02,Mazda_Navajo4X4
Mazda,Protege,0.4,0.84,0.65,0.52,0.67,Mazda_Protege
Mazda,Protege/Protege 5,0.85,0.93,0.74,0.77,0.85,Mazda_Protege/Protege5
Mazda,Protege/Protege Mps,0.91,0.93,0.95,0.29,0.96,Mazda_Protege/ProtegeMps
Mazda,Rx-7,0.92,0.77,0.57,0.18,0.9,Mazda_Rx-7
Mazda,Rx-8,0.7600000000000001,0.04,0.16,0.05,0.71,Mazda_Rx-8
Mazda,Speed 3,0.9,0.7399999999999999,0.38,0.66,0.04,Mazda_Speed3
Mazda,Tribute 2Wd,0.52,0.66,0.53,0.22,0.74,Mazda_Tribute2Wd
Mazda,Tribute 4Wd,0.16,0.2700000000000001,0.23,0.31,0.01,Mazda_Tribute4Wd
Mazda,Tribute 4Wd Ffv,0.92,0.92,0.63,0.9,0.51,Mazda_Tribute4WdFfv
Mazda,Tribute Fwd,0.26,0.79,0.82,0.04,0.55,Mazda_TributeFwd
Mazda,Tribute Fwd Ffv,0.79,0.51,0.65,0.72,0.49,Mazda_TributeFwdFfv
Mazda,Tribute Hybrid 2Wd,0.99,0.66,0.39,0.76,0.86,Mazda_TributeHybrid2Wd
Mazda,Tribute Hybrid 4Wd,0.92,0.4000000000000001,0.26,0.31,0.51,Mazda_TributeHybrid4Wd
Mercedes-Benz,190,0.03,0.4000000000000001,0.45,0.92,0.17,Mercedes-Benz_190
Mercedes-Benz,190 D 2.2/190 E 2.3,0.94,0.04,0.58,0.1,0.76,Mercedes-Benz_190D2.2/190E2.3
Mercedes-Benz,190D 2.5,0.15,0.7399999999999999,0.24,0.51,0.57,Mercedes-Benz_190D2.5
Mercedes-Benz,190D 2.5 Turbo,0.39,0.87,0.42,0.94,0.52,Mercedes-Benz_190D2.5Turbo
Mercedes-Benz,190E,0.24,0.71,0.75,0.15,0.16,Mercedes-Benz_190E
Mercedes-Benz,190E 2.3,0.8400000000000001,0.24,0.8699999999999999,0.96,0.79,Mercedes-Benz_190E2.3
Mercedes-Benz,190E 2.3-16,0.02,0.64,0.6,0.58,0.55,Mercedes-Benz_190E2.3-16
Mercedes-Benz,190E 2.6,0.25,0.51,0.65,0.87,0.25,Mercedes-Benz_190E2.6
Mercedes-Benz,200E,0.03,0.01,0.97,0.1,0.36,Mercedes-Benz_200E
Mercedes-Benz,230Ce,0.43,0.66,0.77,0.35,0.12,Mercedes-Benz_230Ce
Mercedes-Benz,230E,0.49,0.4,0.24,0.22,0.19,Mercedes-Benz_230E
Mercedes-Benz,230Te,0.06,0.24,0.09,0.83,0.29,Mercedes-Benz_230Te
Mercedes-Benz,260E,0.59,0.89,0.79,0.65,0.87,Mercedes-Benz_260E
Mercedes-Benz,300Ce,0.8400000000000001,0.4,0.32,0.75,0.8,Mercedes-Benz_300Ce
Mercedes-Benz,300D,0.77,0.45,0.69,0.41,0.99,Mercedes-Benz_300D
Mercedes-Benz,300D 2.5 Turbo,0.16,0.23,0.85,0.31,0.62,Mercedes-Benz_300D2.5Turbo
Mercedes-Benz,300D/300Cd,0.16,0.71,0.65,0.71,0.76,Mercedes-Benz_300D/300Cd
Mercedes-Benz,300E,0.14,0.52,0.11,0.5,0.07,Mercedes-Benz_300E
Mercedes-Benz,300E 2.6,0.55,0.67,0.25,0.3699999999999999,0.19,Mercedes-Benz_300E2.6
Mercedes-Benz,300E 2.8,0.24,0.79,0.08,0.92,0.78,Mercedes-Benz_300E2.8
Mercedes-Benz,300E 4Matic,0.31,0.46,0.3899999999999999,0.3499999999999999,0.18,Mercedes-Benz_300E4Matic
Mercedes-Benz,300Sd,0.32,0.4000000000000001,0.98,0.67,0.58,Mercedes-Benz_300Sd
Mercedes-Benz,300Sd/380Se,0.64,0.43,0.56,0.27,0.04,Mercedes-Benz_300Sd/380Se
Mercedes-Benz,300Sdl,0.68,0.92,0.72,0.61,0.4,Mercedes-Benz_300Sdl
Mercedes-Benz,300Se,0.16,0.84,0.9,0.73,0.29,Mercedes-Benz_300Se
Mercedes-Benz,300Sel,0.47,0.26,0.5,0.09,0.12,Mercedes-Benz_300Sel
Mercedes-Benz,300Sl,0.59,0.29,0.03,0.99,0.61,Mercedes-Benz_300Sl
Mercedes-Benz,300Td,0.45,0.21,0.65,0.69,0.07,Mercedes-Benz_300Td
Mercedes-Benz,300Te,0.82,0.83,0.87,0.99,0.09,Mercedes-Benz_300Te
Mercedes-Benz,300Te 4Matic,0.14,0.13,0.54,0.87,0.06,Mercedes-Benz_300Te4Matic
Mercedes-Benz,350Sd Turbo,0.71,0.93,0.9,0.4,0.48,Mercedes-Benz_350SdTurbo
Mercedes-Benz,350Sdl Turbo,0.28,0.96,0.39,0.44,0.08,Mercedes-Benz_350SdlTurbo
Mercedes-Benz,380Se,0.71,0.25,0.83,0.81,0.0,Mercedes-Benz_380Se
Mercedes-Benz,380Sl,0.58,0.18,0.81,0.11,0.62,Mercedes-Benz_380Sl
Mercedes-Benz,400E,0.14,0.55,0.38,0.2,0.9,Mercedes-Benz_400E
Mercedes-Benz,400Se,0.46,0.42,0.22,0.04,0.8,Mercedes-Benz_400Se
Mercedes-Benz,400Sel,0.69,0.71,0.13,0.78,0.27,Mercedes-Benz_400Sel
Mercedes-Benz,420 Se,0.58,0.2,0.62,0.32,0.24,Mercedes-Benz_420Se
Mercedes-Benz,420Se,0.68,0.14,0.89,0.18,0.28,Mercedes-Benz_420Se
Mercedes-Benz,420Sel,0.83,0.55,0.02,0.0,0.92,Mercedes-Benz_420Sel
Mercedes-Benz,500E,0.79,0.31,0.92,0.17,0.1,Mercedes-Benz_500E
Mercedes-Benz,500Se,0.54,0.05,0.92,0.59,0.59,Mercedes-Benz_500Se
Mercedes-Benz,500Sec,0.41,0.28,0.07,0.94,0.81,Mercedes-Benz_500Sec
Mercedes-Benz,500Sel,0.96,0.97,0.43,0.13,0.87,Mercedes-Benz_500Sel
Mercedes-Benz,500Sel 5.0L,0.23,0.05,0.98,0.94,0.18,Mercedes-Benz_500Sel5.0L
Mercedes-Benz,500Sel 5.6L,0.68,0.86,0.26,0.45,0.81,Mercedes-Benz_500Sel5.6L
Mercedes-Benz,500Sl,0.78,0.02,0.9,0.43,0.45,Mercedes-Benz_500Sl
Mercedes-Benz,560Se,0.27,0.42,0.04,0.8,0.61,Mercedes-Benz_560Se
Mercedes-Benz,560Sec,0.6999999999999998,0.73,0.97,0.32,0.8000000000000002,Mercedes-Benz_560Sec
Mercedes-Benz,560Sel,0.03,0.49,0.81,0.01,0.91,Mercedes-Benz_560Sel
Mercedes-Benz,560Sl,0.7,0.03,0.48,0.6,0.08,Mercedes-Benz_560Sl
